0.426172	1	4.09138	2.56088
-0.210287	1	2.46847	2.52766
0.0707154	1	3.1573	2.22439
0.0234944	1	3.05802	2.46948
-0.678217	1	1.1548	2.72067
0.653228	1	4.63538	2.50354
0.824225	1	5.12818	2.58204
-0.482459	1	1.7685	2.55254
1.57097	1	6.88559	2.47338
0.565785	1	4.42624	2.52082
-0.0279346	1	2.92358	2.7357
-0.288102	1	2.25819	2.57481
0.0453743	1	3.11975	2.63921
-0.296807	1	2.19309	2.71863
-0.520579	1	1.67612	2.54309
0.810178	1	5.05045	2.53086
0.941855	1	5.21437	2.35107
-0.32466	1	2.10033	2.77112
8.66914	1	24.9558	2.53264
3.45311	1	11.4814	2.45617
1.09882	1	5.52595	2.29879
1.64128	1	7.11096	2.50472
2.49243	1	8.49432	2.2044
-0.641631	1	1.33705	2.59175
0.682175	1	4.54183	2.26016
1.14665	1	5.63882	2.30134
-0.00675947	1	2.98274	2.55401
0.622412	1	4.41486	2.27319
0.874209	1	5.2157	2.53452
1.19575	1	5.9996	2.50856
-0.169736	1	2.55859	2.60057
1.28424	1	5.96247	2.3068
-0.582309	1	1.44122	2.6769
1.34781	1	6.1047	2.30351
0.94078	1	5.15673	2.29249
-0.33371	1	2.12894	2.61024
0.628784	1	4.41795	2.25506
0.777727	1	4.97332	2.53729
0.0535175	1	3.15055	2.81313
1.05232	1	5.39126	2.27236
1.42091	1	6.48025	2.4493
-0.191991	1	2.4908	2.65218
0.700462	1	4.64642	2.35047
0.491352	1	4.22547	2.49407
0.0964119	1	3.24958	2.58871
0.336469	1	3.84656	2.51601
-0.683452	1	1.15511	2.69937
0.457546	1	4.05306	2.30154
0.160431	1	3.42873	2.67236
-0.573627	1	1.43129	2.73472
0.291877	1	3.74337	2.54687
1.08468	1	5.74512	2.53081
0.484292	1	4.24163	2.5638
0.502311	1	4.25772	2.50386
1.03268	1	5.59122	2.50922
-0.103496	1	2.73138	2.59546
0.373731	1	3.93734	2.50806
0.71661	1	4.80891	2.52426
1.84119	1	7.5857	2.49062
0.378608	1	3.92454	2.44193
0.164461	1	3.42928	2.61022
1.37619	1	6.24235	2.35604
0.29779	1	3.76756	2.57751
-0.344967	1	2.09316	2.62878
0.760586	1	4.79509	2.36014
0.279696	1	3.71218	2.54627
0.224057	1	3.57834	2.58122
0.769069	1	4.96189	2.551
0.911863	1	5.08384	2.28525
-0.236649	1	2.35222	2.7373
0.415225	1	4.04484	2.51632
0.577682	1	4.34861	2.33451
1.40828	1	6.27481	2.32539
1.33393	1	6.37807	2.53241
1.69776	1	7.28887	2.52619
0.410487	1	4.03084	2.51126
0.854674	1	5.106	2.46409
-0.0683099	1	2.82374	2.58032
0.742155	1	4.88909	2.54542
0.352033	1	3.94593	2.68703
0.190564	1	3.52316	2.74533
1.09138	1	5.7312	2.50251
1.8549	1	7.77363	2.57352
0.866049	1	5.22244	2.56618
-0.541453	1	1.55108	2.67598
0.307026	1	3.80683	2.62788
2.21201	1	8.04806	2.28211
-0.401727	1	2.00665	2.47269
0.574716	1	4.43839	2.50278
-0.68086	1	1.2031	2.63917
0.625592	1	4.46741	2.34564
1.29653	1	6.14638	2.42678
0.131658	1	3.34706	2.63606
0.233448	1	3.59512	2.54926
0.444266	1	4.08687	2.44644
0.634304	1	4.56465	2.46673
0.148101	1	3.39012	2.63417
1.10283	1	5.75274	2.49608
0.627543	1	4.5599	2.48573
0.769185	1	4.95078	2.53616
0.754369	1	4.90658	2.52738
0.751311	1	4.9005	2.52957
-0.220339	1	2.42915	2.59078
-0.693859	1	1.14556	2.67265
-0.0621807	1	2.84152	2.54863
1.06206	1	5.63367	2.47977
-0.102246	1	2.7223	2.71603
1.29868	1	5.99366	2.30515
0.39955	1	4.0845	2.71432
0.755771	1	4.7561	2.32359
0.579318	1	4.43053	2.46933
-0.223902	1	2.3857	2.7436
1.23005	1	5.98054	2.42311
6.05142	1	16.1988	2.18111
0.864858	1	5.11189	2.44189
3.25151	1	11.3053	2.55428
2.57725	1	8.76617	2.23734
2.11658	1	8.49068	2.59412
-0.337968	1	2.15232	2.50817
0.337352	1	3.86737	2.57112
1.16554	1	5.63023	2.25667
0.424731	1	3.99664	2.34651
0.50543	1	4.50357	2.97482
1.12774	1	5.81741	2.49828
0.44142	1	4.11041	2.51555
0.159519	1	3.41197	2.58259
0.758585	1	4.76441	2.32593
0.333764	1	3.8452	2.53234
-0.0208896	1	2.94442	2.66045
-0.114162	1	2.70485	2.58536
0.206717	1	3.52965	2.56218
-0.133755	1	2.655	2.57937
0.166252	1	3.43801	2.63463
-0.289172	1	2.18777	2.8088
-0.53701	1	1.59774	2.61124
0.66397	1	4.81524	2.73392
0.652987	1	4.48466	2.27364
2.89391	1	10.2246	2.49648
0.0881312	1	3.22971	2.60641
0.563362	1	4.40107	2.48699
0.680013	1	4.60754	2.36398
0.034213	1	3.0868	2.53699
2.36771	1	8.74828	2.42778
0.0873342	1	3.22975	2.63075
-0.270959	1	2.31426	2.53078
-0.11063	1	2.70544	2.66259
2.17215	1	7.92808	2.26875
-0.0537053	1	2.86228	2.56429
2.03811	1	7.572	2.24325
0.69882	1	4.74162	2.49223
1.26577	1	6.41427	2.69738
2.30126	1	8.83843	2.53705
-0.175425	1	2.5537	2.54412
0.170747	1	3.41677	2.44085
0.455344	1	4.15036	2.52635
0.930722	1	5.33216	2.50575
1.35853	1	6.28522	2.41822
0.611364	1	4.39533	2.28233
0.263841	1	3.66547	2.52223
-0.290546	1	2.26717	2.52226
4.25022	1	13.668	2.50999
1.2765	1	6.22401	2.52567
0.333799	1	3.89019	2.66686
1.80347	1	7.1261	2.28787
0.662942	1	4.66639	2.51363
0.665875	1	4.55853	2.34058
0.452083	1	4.10567	2.44573
-0.158608	1	2.58488	2.6173
0.896886	1	5.41818	2.6962
-0.326942	1	2.15615	2.58104
1.01672	1	5.49949	2.45839
0.892376	1	5.10006	2.35334
0.517924	1	4.423	2.74751
1.18419	1	5.98764	2.52295
1.32931	1	6.21618	2.41944
0.131842	1	3.35044	2.65799
0.821661	1	5.12069	2.58098
-0.450897	1	1.74109	2.79201
-0.567275	1	1.48597	2.66894
-0.436875	1	1.7219	2.92555
-0.273255	1	2.2781	2.64186
-0.0989979	1	2.74575	2.5682
0.306302	1	3.74253	2.42419
0.21519	1	3.51377	2.38753
0.887485	1	5.25121	2.53662
-0.701465	1	1.23024	2.52295
-0.278456	1	2.13375	3.11092
0.198463	1	3.50997	2.5696
-0.069918	1	2.82671	2.4785
1.18436	1	5.67845	2.26152
0.0876964	1	3.2221	2.53258
0.589653	1	4.37331	2.32902
-0.40135	1	2.00384	2.48201
-0.095227	1	2.71488	2.99406
0.835771	1	4.93683	2.31741
2.44445	1	9.05705	2.47788
-0.490353	1	1.73958	2.57043
0.059635	1	3.14536	2.43745
0.85224	1	4.98133	2.32485
3.62062	1	11.9144	2.4621
0.295276	1	3.80731	2.73409
-0.709162	1	1.17482	2.57371
-0.040728	1	2.88573	2.80574
1.12977	1	5.61824	2.31749
0.346916	1	3.93959	2.7084
-0.585882	1	1.43332	2.67406
1.33391	1	6.33925	2.50336
0.466883	1	4.08782	2.32997
-0.176639	1	2.51685	2.73525
0.465771	1	4.17734	2.52772
1.14156	1	5.86339	2.50831
-0.232434	1	2.43409	2.43471
0.0270918	1	3.07345	2.71105
1.92173	1	7.80531	2.50051
0.942856	1	5.24995	2.38631
0.688511	1	4.59941	2.323
2.23514	1	8.28013	2.36233
4.0508	1	13.0269	2.47529
0.530889	1	4.32763	2.50076
-0.410371	1	1.9622	2.52893
3.15276	1	10.7786	2.46723
-0.524256	1	1.47916	2.90096
-0.170158	1	2.54655	2.66487
0.930509	1	5.12398	2.2826
-0.139817	1	2.61161	2.77785
0.769296	1	4.9024	2.47291
0.620775	1	4.38605	2.23277
-0.245171	1	2.30874	2.8195
0.350619	1	3.91248	2.60247
-0.0504466	1	2.861	2.7554
-0.141685	1	2.60621	2.77932
0.526066	1	4.29658	2.46467
0.4803	1	4.21131	2.52198
0.610888	1	4.486	2.43252
1.67365	1	7.01527	2.39911
2.85778	1	10.2687	2.54349
0.290863	1	3.71938	2.47325
-0.253255	1	2.29697	2.77598
0.889697	1	5.16339	2.4316
0.695347	1	4.62114	2.33141
0.678416	1	4.73857	2.56269
0.443546	1	4.11088	2.50454
0.415578	1	3.97457	2.34511
0.386442	1	3.87374	2.26099
0.476098	1	4.09693	2.304
0.742696	1	4.72585	2.32376
0.434865	1	4.10772	2.54727
0.917839	1	5.25031	2.45175
-0.212513	1	2.42351	2.71274
-0.204974	1	2.43292	2.76661
0.510856	1	4.27595	2.49767
-0.358947	1	2.07007	2.59072
1.07314	1	5.71176	2.52693
0.0571374	1	3.14594	2.55411
0.672477	1	4.5636	2.32514
-0.499124	1	1.62439	2.75605
1.17802	1	5.93077	2.48787
0.219335	1	3.55863	2.54693
0.268959	1	3.61819	2.29846
0.79466	1	5.14248	2.6961
1.43572	1	6.216	2.23999
0.927428	1	5.11891	2.28472
0.376437	1	3.97464	2.58912
-0.39582	1	1.88833	2.80851
2.00142	1	8.0498	2.5231
0.0117603	1	3.03148	2.67676
-0.121249	1	2.6513	2.87594
1.16039	1	5.72371	2.34724
0.535942	1	4.31886	2.46082
-0.442721	1	1.88747	2.51294
-0.288691	1	2.17436	2.85995
0.724882	1	4.85752	2.56251
1.37638	1	6.30386	2.40039
0.215646	1	3.55501	2.57373
-0.108305	1	2.70573	2.71708
0.942675	1	5.16527	2.29695
1.55029	1	7.29203	2.76853
1.08122	1	5.50559	2.31737
1.0915	1	5.47166	2.26447
-0.0588069	1	2.8391	2.73613
2.10614	1	8.35366	2.54193
-0.0667689	1	2.82741	2.58489
0.723409	1	4.83148	2.53173
0.864876	1	4.98037	2.28977
0.653904	1	4.52181	2.32727
-0.171964	1	2.5704	2.49821
-0.379651	1	1.97477	2.70045
0.775473	1	4.76171	2.27179
-0.169621	1	2.54841	2.66235
-0.137613	1	2.64685	2.56626
0.688305	1	4.75026	2.54286
0.0316542	1	3.08581	2.71091
-0.366017	1	2.08578	2.49775
0.466301	1	4.22472	2.62645
-0.422214	1	1.82497	2.78302
-0.472882	1	1.80107	2.53537
0.129795	1	3.33418	2.57468
2.0619	1	7.79114	2.32365
2.19217	1	8.6647	2.58406
0.575842	1	4.45205	2.52162
0.178568	1	3.47295	2.64857
0.257963	1	3.66661	2.58414
-0.378407	1	2.00857	2.62001
3.8159	1	11.4552	2.21578
0.00612258	1	3.01582	2.58428
0.817873	1	5.08998	2.55538
-0.255549	1	2.34806	2.55112
1.47433	1	6.30633	2.2426
2.00717	1	7.70454	2.34387
-0.127773	1	2.66184	2.64658
1.29584	1	6.31185	2.55576
0.172968	1	3.45635	2.63833
2.57044	1	8.81373	2.26177
-0.190176	1	2.52025	2.52268
0.957671	1	5.20308	2.30046
0.672606	1	4.63744	2.43447
2.74431	1	10.041	2.56566
0.878482	1	5.11755	2.41047
0.798038	1	4.88491	2.36193
0.910042	1	5.21648	2.43558
0.715225	1	4.67821	2.34641
0.289333	1	3.66546	2.29998
-0.231605	1	2.39148	2.62742
4.02167	1	11.7927	2.18633
0.51342	1	4.28201	2.497
0.868667	1	5.14459	2.46882
0.537402	1	4.31552	2.44792
0.806967	1	4.92547	2.38606
0.679136	1	4.71068	2.5189
4.27039	1	12.4105	2.20367
0.864262	1	5.18897	2.53277
-0.24691	1	2.31685	2.76681
-0.704335	1	1.20536	2.54799
8.3776	1	21.1634	2.16809
0.718244	1	4.77876	2.47654
0.298908	1	3.8059	2.69615
0.339963	1	3.83615	2.45954
0.907182	1	5.23182	2.46017
0.628587	1	4.52703	2.42931
1.13758	1	5.8883	2.53898
1.1358	1	5.84691	2.50653
-0.0827345	1	2.78729	2.57099
-0.234377	1	2.39528	2.58011
0.988059	1	5.46249	2.49225
0.0904548	1	3.23506	2.59869
1.42592	1	6.29111	2.30806
-0.0297917	1	2.92381	2.55744
0.892621	1	5.0653	2.31375
0.296791	1	3.76813	2.58812
-0.186159	1	2.52662	2.54288
-0.282654	1	2.22406	2.74519
-0.407173	1	1.87095	2.77291
0.126787	1	3.32194	2.53925
1.36992	1	6.30383	2.4117
-0.0728472	1	2.82143	2.45131
0.784526	1	4.80139	2.29615
1.17074	1	5.70526	2.31073
0.387039	1	3.94146	2.43246
0.986532	1	5.2818	2.31295
0.922662	1	5.13836	2.3176
-0.0319422	1	2.91665	2.60935
0.460458	1	4.15169	2.50117
0.854073	1	5.15137	2.51895
-0.487655	1	1.58905	2.89333
-0.518906	1	1.55426	2.78614
1.46315	1	6.46536	2.36843
